reviewId,date,time,reviewCreatedVersion,country,score,thumbsUpCount,content,contentLength,sentiment,sentimentScore,contentLength,repliedAt,replyContent
32853c8a-b623-4d82-b3b9-64e225bd7684,2018-10-20,15:09:54,9.0.11,US,4,1,How to get this in iphone,6,POSITIVE,0.9941841959953308,6,,
a363f0cf-5122-4ee7-a060-9d860ecce61c,2018-10-20,13:32:28,,US,3,9,"Doesnt work on my tablet. When i try to access any of the article/tutorials, the activity sis shown but soon the screen turns black and i go back to the last activity.",32,NEGATIVE,0.9994964599609375,32,,
951619ac-c9dc-427c-bc29-69be5c011bcd,2018-10-19,06:47:55,,US,5,1,It best for all of student i will much happy for this application thank you developer 👍,17,POSITIVE,0.9988709092140198,17,,
0947f44c-98c4-4c91-8aed-6acdc3e24aec,2018-10-17,13:43:48,9.0.11,US,5,1,Good one make the app more look good according to the interface,12,POSITIVE,0.9987014532089233,12,,
522a37fa-3841-44cc-9f61-85989599bb19,2018-10-16,21:03:34,9.0.11,US,5,1,this is what I've been looking for thanx🙌🙌🙌,8,POSITIVE,0.998842716217041,8,,
e8187caa-868f-4113-884e-f7a546b3eb95,2018-10-15,05:56:56,9.0.11,US,5,69,"This is easily the most awesome app for programming for both beginners and advanced programmers. An interactive and user-friendly UI, delivering fast and easy results. On top of that, you can find anything you want here, from basic algorithms to solved complex questions on competitive programming and interview questions. They provide the code, the explanation and even links to their YouTube channel which explains the algorithms vocally and also related questions at the bottom. It is a recommended and must app for all those amateur and experienced programmers out there. Try and see!",93,POSITIVE,0.9989205598831177,93,,
fb9920c8-26ee-4661-b7f5-f2905aedf30c,2018-10-14,21:43:41,9.0.11,US,5,1,10/10,1,POSITIVE,0.9745863676071167,1,,
109990ba-f829-445e-9a69-f54591894caa,2018-10-14,20:29:33,,US,5,1,i'll tel u later,4,NEGATIVE,0.9896113872528076,4,,
0865f143-1733-4cec-b0af-8780ba63157f,2018-10-14,15:21:18,9.0.11,US,5,1,Really amazing !!!! I recommend this app 💯 sure for those who are interested in coding,16,POSITIVE,0.9988628625869751,16,,
0a7a8f61-741e-44cf-90f9-9e95573ada28,2018-10-13,20:16:48,9.0.11,US,5,1,Best app for computer science and Information Technology students.,9,POSITIVE,0.9985076785087585,9,,
05fbb803-f83b-4b67-bbc1-5247bfccb7cc,2018-10-12,09:00:36,9.0.11,US,5,1,Great and thz,3,POSITIVE,0.9985547661781311,3,,
b04187c0-3598-47ac-a2b8-27f363695f61,2018-10-11,17:55:15,,US,4,1,It worked fine until today. My antivirus is considering it a Trojan virus. I reinstalled it from play store but the problem persists. I like this app please fix the issues.,31,NEGATIVE,0.9986616373062134,31,,
fca805dd-5fd3-4f23-8ea6-74a713e3d330,2018-10-10,08:04:09,9.0.10,US,1,1,Worreest phone hanging,3,NEGATIVE,0.9956929087638855,3,,
2f67166c-36ac-427b-a91a-d6aaa93c1da3,2018-10-08,18:19:41,9.0.11,US,5,1,"Great app, please add option for remove ads. Thank you",10,POSITIVE,0.9987707734107971,10,,
6b594b18-aaa8-45dd-984c-6573cc160763,2018-10-08,09:22:01,9.0.11,US,5,1,Great job !,3,POSITIVE,0.9988150596618652,3,,
gp:AOqpTOGczf64k7fUYOnVLZSq222v65hUUrn1yVaUYVhVxVNvl26-1DaLdjX7Wt1J_Sx16dIRSvp-Z9ykO-Wq,2018-10-07,16:08:22,9.0.11,US,5,2,Best app for computer science,5,POSITIVE,0.9982926249504089,5,,
gp:AOqpTOGqOEnxbjBFPmMHeUHzbfgFRhE3GExhvc33r9Bzl8vuVPGaTjlzh5yniwfElLsOgZ-Kqehp6WgChVFF,2018-10-07,05:07:30,9.0.11,US,4,1,Really helpful for me,4,POSITIVE,0.9986370205879211,4,,
gp:AOqpTOEZS2NQiV5lq8Ak9EjjfVooM8u7VYED2ye34kBR3Lz6EqUWHSyJU11K6SDCT4gA9rwSLoU8RHdKkXBQ,2018-10-04,17:53:03,9.0.11,US,5,2,Nice app,2,POSITIVE,0.9985741376876831,2,,
gp:AOqpTOEcbddOBVZhxkZwaNpPiCu7UXDxRnYNULZSdSQJmCGOQT5-nbfyHHarNEdJdFNenewPZgEc4Q3r5w65,2018-10-04,10:34:21,9.0.11,US,4,1,Website interface is much better than this app interface.,9,POSITIVE,0.9768560528755188,9,,
gp:AOqpTOFjlJKGk_6f1Og-7K-1OX6hAvnCShy6TUINLPaFMhE2Cgz7-9h5KeE-Kz2VzMB2RexckV_UAhJtI-Lv,2018-10-02,14:38:02,,US,4,1,Its Ok,2,NEGATIVE,0.9930850267410278,2,,
gp:AOqpTOHgldChtTz7jMwRDoHBoQLw8Eo0O2WAJdw_w8-_6T1D9OaDMmpM8fdTGGSggyfAz88hBGrCDPegmz--,2018-10-02,04:50:05,9.0.11,US,5,1,Best app for CS students,5,POSITIVE,0.9982858300209045,5,,
gp:AOqpTOG_lD-ZKFudAynXRAx3bELFsJbZFz4aSfQ07MskzmRYonFM0Vowy1XUIr6PlgRbz0JpeGc7aZ2nZLN5,2018-10-01,13:09:15,9.0.11,US,5,1,Learn something new,3,POSITIVE,0.9973537921905518,3,,
gp:AOqpTOEDa6aE_O_Bic9b0SivUHJUhxZmMWernBCSrSJ-aTUB_nSt6hnZHprYD72E4PAUIzSka6KiY87dRmmU,2018-10-01,09:02:09,9.0.11,US,5,1,Its really awesome,3,POSITIVE,0.9985876083374023,3,,
gp:AOqpTOGt837b4mcQsfBApl7vVUpJq3ovEy_mN74MaPojJnFjXCIwqWAL4QAR3_vQNjCJdSIkxmkvxbSxQbys,2018-10-01,06:17:45,,US,5,1,Awesome work,2,POSITIVE,0.9987564086914062,2,,
gp:AOqpTOHbsL0U7Oxz_eM-4c8k4aTYa-5ZovKa_sh1dwD-RIGmJhH7cuy5Wn0Ay_AJXx6pDrsRpD0-0pcwDdBU,2018-10-01,00:51:43,9.0.11,US,5,1,Great,1,POSITIVE,0.998588502407074,1,,
gp:AOqpTOGb8dfosVfwNvVK8s3HWO2AHShmBkOpzvBfBwYIAlIh3kG_NfVOR0x2gv_B40ZdJcbFwN3cxh0faQ0y,2018-09-30,09:39:19,9.0.11,US,5,1,grt...but can introduce...to write programmes..in it n run n be clear...on our ideas.,13,POSITIVE,0.9984902143478394,13,,
gp:AOqpTOGT3YcTNeyrDGkSXj8-DLJUn3KeJtU4Gm2ILd5nlam6bOtf_F1ejkUsZi3k2BbfosWsip31GZhnBzrb,2018-09-29,23:30:12,9.0.10,US,5,1,Amazing,1,POSITIVE,0.9986121654510498,1,,
gp:AOqpTOEPf0jrtPhfKkkm8_9jnho6_p83aBzV3xrqXUe0lN_gBCpKpv6hypTCcgYNIG2-V3xzKUWYF821oghv,2018-09-29,15:43:44,,US,5,1,Amazing for beginners,3,POSITIVE,0.998762845993042,3,,
gp:AOqpTOGOJrGVB2bFzFVhaJbFgESthdsXRFQ83YrHFFG01c1vhTtsJnOyTXkyT4zxzR99gokNHrHvGNYsyDvt,2018-09-29,06:02:09,9.0.11,US,1,1,It's bad one,3,NEGATIVE,0.999446451663971,3,,
gp:AOqpTOG__YEj4gWNXhHUj52q3RSoTcEu0AYHVG3K5bo9IfGQ9Wdl0FCPzrlcLtwiJ4YJ861tQEvho8Udz53Y,2018-09-28,18:26:03,9.0.11,US,5,2,This app is awesome for learning 😁.,7,POSITIVE,0.9988627433776855,7,,
gp:AOqpTOGmgZTwfhUQoMQ0m8ud1r1ZW0NH9VjMpVK5rSixNzBEqZH_MrrvDSA4OLOmuTWjWvqjjrQIuU832Jmv,2018-09-23,14:14:45,9.0.11,US,3,1,Very helpful but it would be great if it showed less add.,12,POSITIVE,0.9984442591667175,12,,
gp:AOqpTOFOyWQLRyiE10oj_cOuAr0FM0ZQE8zLUP2nOYr5wYnqa1p8siQFluxnb-6V2F93bYLnbbDghMXPd5VU,2018-09-22,17:27:58,,US,5,1,This is the best for computer student's who preparation for competitive exam...I like most,14,POSITIVE,0.9987753033638,14,,
gp:AOqpTOF1Tq-tjuf2cHkqBtsURWuHfPWpgnqNks5eRxtMFlXoIKdSfo0rDRGOPc-GTBpZ6Tp173sk1U03U4OC,2018-09-22,13:30:24,9.0.11,US,5,1,Nice app .... a helpful one....,6,POSITIVE,0.9988402724266052,6,,
gp:AOqpTOEnZdWimp4gBMMkZNTsWYdysTEgr0qzvMscnrZYzcqyOo0X6H0eo20uRqFRp_4VaSGuc2XCyMaUjyDo,2018-09-21,06:23:00,9.0.11,US,5,1,Beautiful and simple,3,POSITIVE,0.9987485408782959,3,,
gp:AOqpTOGJ7TX9VI0hgUT-zAXADWiS5ptMRds9ltVRymcWRcN39WtHrNEUJ5VCUnYCM_x1ltm62vTV6G8QgZmu,2018-09-20,15:50:20,9.0.11,US,4,2,Nice app good content about languages and databasea,8,POSITIVE,0.9988000392913818,8,,
gp:AOqpTOF1Ftd_DFooOQsDvxnf9xgLnWFjljDyC2nX3x6DsPzY6db92CzNnTJlbrPGR4js_tBidZZQ6NS741IF,2018-09-17,15:04:05,9.0.11,US,5,2,It's more informative and easy to use,7,POSITIVE,0.9988773465156555,7,,
gp:AOqpTOF5tpUQSVZuMruwdJXNq6F2CzL4P7-gyk0PtxwIgP-RUUpoYaxgP_2yoQA0fiVR-HYsadq5cJMAfJki,2018-09-17,05:11:22,9.0.11,US,5,1,Best website to learn anything my favorite,7,POSITIVE,0.9985961318016052,7,,
gp:AOqpTOFPh0vQwqvddhqCfZ-TKtD6aThK5LPcCZ7r9KStCIukZIABW2RDAFzhFlPxoCv0KSvNpsNorb9xprSV,2018-09-16,17:00:45,9.0.11,US,5,1,Helpful,1,POSITIVE,0.9881381392478943,1,,
gp:AOqpTOE24A-OMJukHu-a_XWDf_cPacQwJ6jKVl8n64GyRjIeSn_atfjDDCAv1Napg9eKkrEl1F7df46ZnOqy,2018-09-16,16:18:51,9.0.11,US,1,3,Geeks for geeks is good website for learning...but this app has many problems it won't open on my phone and sometimes app closes for no reason.,26,NEGATIVE,0.9994990825653076,26,,
gp:AOqpTOG0s9s6cYfRjp0korA_vbJKC1l72gcyeoFd6s8sOH2NpmR9R4S54jXeZaGDlo_20bJYEiU4AjQq5mrc,2018-09-13,09:20:44,9.0.11,US,5,1,This app is good for student who learn without coching. This app is also very useful for interview questions,19,POSITIVE,0.9988983869552612,19,,
gp:AOqpTOFrYhfWSbhGkPpV71rOAH9KecwufVPioati19yNCmXZxfWdIMuP6WMBq5aF9uElc7WRvH8UUd-i_Ft9,2018-09-11,18:07:10,9.0.11,US,5,3,"10 mins usage : learnt to solve a problem, easy, comfortable and handy. Perfect for travel Thanks.",17,POSITIVE,0.9988935589790344,17,,
gp:AOqpTOEyaVl36KngNI1GCGGSz8lWfXD8q67rhsicrnnMbElDcfi39xpTS_O1OuExjiE1NbhLhoa_uHprGlkm,2018-09-08,17:34:48,9.0.11,US,4,1,Good effort but you do more better,7,POSITIVE,0.9934590458869934,7,,
gp:AOqpTOG5k7I--6W8nHW83QYndxo5DU2sFUTZhh8LBBs6gaPI2fBMUkQQ3WFasm71ZYj5_Ck2ofqr-Cr2Vw8L,2018-09-08,09:04:21,9.0.11,US,4,2,Awesome,1,POSITIVE,0.9986000657081604,1,,
gp:AOqpTOESVjLfnnoFiR5zo_lh83uF8QgYSFK-ibTIksDUz7j-HCN9pFwYt4vZs-2UX8S-9Dd5jONhb0Mnku51,2018-09-08,08:24:26,9.0.11,US,4,5,wish there was a way to remove the ads. like a pay to remove ads feature would be great. but i couldn't find it...,24,NEGATIVE,0.9981831908226013,24,,
gp:AOqpTOGZDuzEB1qHADlyPNwPV4B2DJMvOoXsxrmOx3qpS3ug5zVPukZaUfVEOHDsDbNDf_Tv-hK_LEpLLtYq,2018-09-07,12:04:46,9.0.11,US,4,1,It's like heaven for geeks!!,5,POSITIVE,0.9986410737037659,5,,
gp:AOqpTOHifVFgiF5pDveEZqcSJzwSUPBbgyi-kzcBKoTZVbx4hiWBM9M5FrGxMObete0wxAYBXo17x-pr9JTU,2018-09-05,05:13:51,,US,5,1,Good,1,POSITIVE,0.9984152317047119,1,,
gp:AOqpTOG8gotIwUTO5H0-jAiN6s0nRG6Z-pfqueUIkYunP8lE0NzyF0hpD5CJYp1KPCtcXUVEEtb0r53iLOng,2018-09-03,16:35:10,9.0.11,US,5,2,A nice app to get the knowledge about the computer world,11,POSITIVE,0.9988203644752502,11,,
gp:AOqpTOFS0tewH5aMs9tGT6gPEqWARhAMgdOavzyqus5SY3ABFNUsLkW9EP1WQHVdZg3CovnFNCHd8_o9YRWp,2018-09-03,05:14:57,9.0.11,US,4,1,Good,1,POSITIVE,0.9984152317047119,1,,
gp:AOqpTOEObBBxfTGx3T6W4ydOB_nZJ6uaq60q41ygje_l7ZwRPSHqurdSe1_sfhA2kqj9n7bWyFWOCf09GJOQ,2018-09-01,20:52:01,9.0.11,US,5,2,In quiz section there are some questions whose code section is not completely visible.,14,NEGATIVE,0.9918234944343567,14,,
gp:AOqpTOF9B4U7fsIenMymn5zeCWnf_9W93oINwxByMoLl1TZtJimB0KPNFPSJEP3eHBjKQrg4BJnKARJz8wrC,2018-09-01,14:32:40,9.0.11,US,5,1,"It's really a very effective app, especially for placement quiz, algorithms, and many updates. I've learnt lot of it.",19,POSITIVE,0.9988827109336853,19,,
gp:AOqpTOGzxgn4aoWGop-WumGBlMEHWdHfj3gyRKeEo-ASZjdztMY_x8tArcnbHGjSqu_mIjPbAdSlhC7Pk8V3,2018-08-30,22:15:16,9.0.11,US,5,1,Awesome app,2,POSITIVE,0.9986573457717896,2,,
gp:AOqpTOFXW2QgWuOpoLNDzByQmmZDBj2tdHozzGWBrmK-PJarjllJqsBEO8bjAD08j1oXAGU3kydHvNgaiH4C,2018-08-29,13:09:44,9.0.11,US,1,46,😵Website is more user friendly!! 😡😡😡 i hated this becoz i wasted my Mbs of these nonsense material!,18,NEGATIVE,0.9994851350784302,18,,
gp:AOqpTOFiJXdP5qt6W3dvJxSYv21DysoBdTr8NoWyT35tcuUv1seOaNz6kaQYcWQ7tNSjwAVWPSFo2otiXpML,2018-08-27,05:01:35,9.0.11,US,5,1,Awesomeness oozing out of the app XD,7,POSITIVE,0.9983720183372498,7,,
gp:AOqpTOET2Ljrql6VRym0KduhNrmyd6BVUg-52_s0hxm6KZpRKy8GYQo9smptFg3ks6qFFS0D69im2PnzEkVN,2018-08-25,05:33:59,,US,4,1,Super,1,POSITIVE,0.9985753297805786,1,,
gp:AOqpTOEaVO9fai-taN5xAPNqJeTzvDEO4pP396s1CxFAJkQmxtOoN-Y-bK7ohheu6rgrt59K9otKdWISI1Hw,2018-08-25,01:51:45,,US,5,1,I just can't express how easy does this app makes my life. I got a job using this site and I am always thankful to the guys behind them,29,POSITIVE,0.9989320635795593,29,,
gp:AOqpTOFTjccJQkUMFMXodHS1ctzp3Ww8Rd13GIvHA1aJvY9nb4bUHN-Ua1R6k4Z3fwAB74rmVdP7NJBUEb95,2018-08-24,05:08:25,9.0.11,US,5,6,I have one problem/suggestion. Like when I take a quiz on any topic. And I didn't answer all the questions and planned to answer them later as they are many questions. But when I came back i lost the answers of previous questions. So I had to answer those questions again which is discouraging. Can you solve this problem. #TheBestApp,60,NEGATIVE,0.9532999992370605,60,,
gp:AOqpTOGkK9VozHSsM4Sc0k9UQ1dfmAumt-Sst3Y5j-DezBUiZij3NpqP1Cx0IrIcoVbVXS7GC95C8CSUI-fc,2018-08-23,16:21:46,9.0.11,US,5,1,Very useful for me !!! Thank you!!!,7,POSITIVE,0.9988051652908325,7,,
gp:AOqpTOHdIPL7hyrI53iN054bqe42porequaG1gr_38mEi632cbYb5s6iIC81jwYUyL-8BhGOGQOHq8J7wmsG,2018-08-22,18:32:59,9.0.11,US,5,1,Best for learners,3,POSITIVE,0.9979007244110107,3,,
gp:AOqpTOFFHWTQTZbxbPDsvE9QYxcWehTpVH5NHd3D-N2UzUBmIS459TwDy_AFOPYnZKC7Fb1YI9Q0pgDKVE8K,2018-08-22,16:14:23,9.0.11,US,5,2,This is what i needed.👍👏,5,POSITIVE,0.9987862706184387,5,,
gp:AOqpTOEZ6vl5Baz5N9i5LDOrJixRXKHdoutyQxlpNimXfA98K-gKbJftjDKIKybsqWo4J2INffOxP7T3xRK1,2018-08-22,01:11:10,9.0.11,US,5,2,Very helpful for almost everyone.....from a beginner to a pro!!!!,10,POSITIVE,0.9987269043922424,10,,
gp:AOqpTOEKheFIS2NRcjz9mxmg3MCr31LVqGsPWjJgV3DAPsjcHgJufvsVGdVzJHWxySW0IkqwA2bNp8Gsmkcq,2018-08-21,04:19:45,9.0.11,US,4,1,Good app buts it's website experience is way better than this,11,NEGATIVE,0.9922063946723938,11,,
gp:AOqpTOHY4HM-5u4fxo0NvY1qHId96KkRxDP8VZdL91lrERp-pPvcjIstshi6UOD7mHPv3FUKckVF5qi8_zyy,2018-08-20,15:25:51,9.0.11,US,5,1,Really good,2,POSITIVE,0.9985285997390747,2,,
gp:AOqpTOEY4EyV1SB9WSAoqYumv2SbUsjFaIujmCuCAcSvRnJv-Vp_fF8erAOJKBuW56iIFRvpZSLsAyUxxKKc,2018-08-20,11:13:04,9.0.11,US,5,1,Best app for coding,4,POSITIVE,0.9984662532806396,4,,
gp:AOqpTOEhgKk2VAlRdyOaJ8BjAVQ5UxBi2Nfb_EV5JJmh4R4lXCCW_UA9XXwAvaN7MNNl8wnjM-KXgNmiAPjC,2018-08-20,00:09:37,,US,1,1,Crashes everytime i open anything plz fix it. For android 5.0,11,NEGATIVE,0.9994762539863586,11,,
gp:AOqpTOHd3JcDOvL3AZiERAd6LD_smt6j0ry1qFgViXCNQJD58NaXflOkVijFwoFDMB-_PfJn2Z2hTSdpeaNC,2018-08-19,09:24:00,9.0.11,US,4,4,Please fix the crashing issue ASAP. It's very annoying for such a great app.,14,NEGATIVE,0.9994590878486633,14,,
gp:AOqpTOHMCryR9sBx22qzWoKblrQU69Lv6-zbJaPSnxK3YAjU4hBJ7JpU7D7tcDu6PVqNTxp_04t8Wk69uhXn,2018-08-17,21:08:09,9.0.11,US,5,2,"One of the best apps i have come across wrt programming. It really helps 
you in enhancing your coding skills a lot",22,POSITIVE,0.9988449811935425,22,,
gp:AOqpTOGUklOJ9q8uRHqAgh-jFYghlalKAuWvXJE5qS9q36B-REholjPFevdeawxZvri1dKtXb3EkAo3NB3Kz,2018-08-17,05:17:33,9.0.11,US,5,1,Very good app this is a boost to my abilities,10,POSITIVE,0.9988394379615784,10,,
gp:AOqpTOGHdwdOy8pq18fahXwc_zcaqnQf6MPGQuGcTZ_R7Tc4HsmO_fc_1-Gr8jHqeDzskAxnJciaIVXznNce,2018-08-16,12:28:45,,US,5,1,Useful,1,POSITIVE,0.9964800477027893,1,,
gp:AOqpTOHi3Rjqf-V9Uta6Y7t07TmTropk4J4eit4N_chTzTDK2mrSzGhyG7T59N6xFS6hW4gIE8mE8u53_seg,2018-08-14,15:53:48,,US,5,1,I love your site and app.You are doing a great job.,11,POSITIVE,0.998893678188324,11,,
gp:AOqpTOHCFHGQvCEg3t5N9HsW1F_pABTEQJB_xAx8yKZKoQuxfutUiG1KobBXP8gC1fKVxaSjEOoRybAFM8RR,2018-08-11,11:49:51,9.0.11,US,3,1,"Quiz section can be improved. Some of the questions are not visible. And it 
would be better to save the quiz results and to track progress in this 
section.",29,NEGATIVE,0.9890490770339966,29,,
gp:AOqpTOFdAFcXHxbWKRZgMvApLa3K-uzi-FGiv_NJg-6rwcQ_0kevNtHV_48IWblA7DTaq2Y-QV-Cnx3mAPiu,2018-08-11,05:31:30,,US,1,1,Crashed every time I tried to open an entry.,9,NEGATIVE,0.9995037317276001,9,,
gp:AOqpTOEEExC_z53dX91nAJppUdVIMfk19KBS7H3kHFHBB2JqvXbOjGrM6upzjwd-13yCvdnhjPwEPF9qeCta,2018-08-10,20:08:00,9.0.11,US,5,34,"It is a great app . It has helped and is helping me a lot in learning new 
things. Also i am love with the layout and surely i like the app version 
than the website. The content is awesome and i hope this gets updated 
regularly.",47,POSITIVE,0.9988943934440613,47,,
gp:AOqpTOH2BWwRq62Qb7eHdtbuOzf1eo2yk8sGc7JVle6wwxqk7IU2q3tmDBATKHxeyUPUxg945Jeqw0xVXWng,2018-08-08,16:05:46,,US,4,1,This is too good for gate preparation.,7,POSITIVE,0.9902381300926208,7,,
gp:AOqpTOH6GJrTeOxjME9SbXmb8toOv1uNolIlO2D6x-fsF8tVkO-tac598iJbqDaLJmsF9ZUqJSODqEKySeFD,2018-08-08,11:54:55,,US,1,1,Crashing on clicking on any link,6,NEGATIVE,0.9994544386863708,6,,
gp:AOqpTOGuQp-3BVpOALg2D4G_9pK7Pt2R6KKEChva4dVJYdbDRUXjbSGCstuE8uuf9qigznR1ftWKqb5I3eQP,2018-08-06,20:05:44,,US,5,1,👍,1,POSITIVE,0.9982981085777283,1,,
gp:AOqpTOHTNMwmVBra6RouD6ZGyF5nykp3Zkh7p8KW6y1HxYOwkOHleaaAMb7A2MpoBNe85DSFqYVOYEVIDH5T,2018-08-06,13:51:05,9.0.11,US,1,11,"App crashes when I start quiz or contents Model GT I9500 version lollipop I 
did clear RAM and restarted my phone.",21,NEGATIVE,0.9987788796424866,21,,
gp:AOqpTOFzZvsPxc9_8o71j_7-xssweQrKlFTxKhQWjAgU-JcRD-kjk96KQ0S8nWVtZg8LfZaC3ZbJMO9hHPO4,2018-08-06,08:55:33,,US,5,1,I love it more,4,POSITIVE,0.9987778067588806,4,,
gp:AOqpTOFBa_OFICALYSB8RW3-MjFZIeZe_ZbiW9JA_5qRy1-FCCWrdu5dRcAnWgQ2tN18XEFLMYb_v5fzzyL1,2018-08-06,05:42:34,9.0.11,US,2,1,Can't open the contents,4,NEGATIVE,0.999460756778717,4,,
gp:AOqpTOHNhyjZXvKJyEk-XwU0IW_0i6mBbrbxrmBcRGejwV7PULvZcv_DYwIyJV31RwKXbXHEnjkPWjqARUTV,2018-08-05,21:05:26,9.0.11,US,5,1,Superrr,1,POSITIVE,0.9983416795730591,1,,
gp:AOqpTOGMy-JU_Eawn9DH15dxVijHGwoAjrUUqcTqNVOAlAl09aJHFrQW4XnIdOlu9r_9LqCYemLLbAz_Mw-P,2018-08-05,19:52:02,9.0.11,US,1,6,The app crashes Everytime I try to open any article,10,NEGATIVE,0.999497652053833,10,,
gp:AOqpTOHihwKc2acSNnxmvLuvMckBWvEn_FKr4o30k_uF7ZDL4n4q5JEbdTir7GOIE3lW8EU5n2LlzJQg8Rr6,2018-08-05,18:25:16,9.0.11,US,3,1,Why isn't quiz tab loading questions?,6,NEGATIVE,0.9978544116020203,6,,
gp:AOqpTOEzhClAWMuLeu0qjcPgAk1tRiD2ni0xvHROVaqddUbU3m_ZjVDhSsw4ljc3scOV6MmuheVPdJuMV5Co,2018-08-05,17:51:33,9.0.11,US,5,1,"Thank you geeks but it requires major fixings and improvements in searching 
section",13,POSITIVE,0.9806812405586243,13,,
gp:AOqpTOEYU16QE1PZON9elzIfVMrtkrO_V72x0woD9blFTFbArO-nkejOuCHCtXQHhh9Xb1H-UraHpdqHkKmh,2018-08-04,17:38:03,,US,5,1,This is excellent app compared with other learn apps through CSE,11,POSITIVE,0.998870313167572,11,,
gp:AOqpTOEWyodmLNeMhx0quee3mwKV7SHobodT2Iyyc746C9uVl2_AUtWntDr88CE_4e_6C7u8m5oOo00BmmMw,2018-08-03,10:57:41,9.0.11,US,5,5,"I wish I could buy it and not have the add pop up, why isn't there the 
option makes the experience unpleasant. Best app for computer science, this 
should be recommended in schools in my opinion",36,POSITIVE,0.9913594126701355,36,,
gp:AOqpTOGzRXc_imN9VUNfqsQxKrN81VuuevZesH5qPzFpLo_xNrgrHne5lYdGyqQ3cPyAIKjfymTp72xpwl9I,2018-07-30,21:10:14,9.0.11,US,4,8,"Geeksforgeeks is always a saviour. Superb app, nice UI and everything good. 
Only issue is question set. Online question set has more problem as 
compared to problem specified in app.",30,POSITIVE,0.9986942410469055,30,,
gp:AOqpTOG3XQT9foGNpDx8JIWRchuejiL6fXYsybKOiFUbDwK7qKbJE7ADp52xgBHjLnY2RSFveXdT2FFU6IuF,2018-07-30,20:02:26,9.0.11,US,5,1,The best app for learning ..!,6,POSITIVE,0.9987125396728516,6,,
gp:AOqpTOGwd8gxJjFPGEpU3-U6wTmnzSxQr3Yx_ISa2OqTfqhDRI5MRGNkSAl6rmEjnWHK8wzPzt5ZVZqVzS72,2018-07-30,19:27:54,,US,5,1,"One of the best way to clear the concepts and seriously an amazing content 
and concept writting loved it",19,POSITIVE,0.9988992214202881,19,,
gp:AOqpTOGnsin05G-MPLe5kBGnd97fq0PCY7z-s2vfPPAM_MYw2uPnoYUx9FBrpTt9oAvmTY68Eq9rlMqdNMy0,2018-07-30,18:32:28,9.0.11,US,5,1,Excellent app all bugs are fixed best update,8,POSITIVE,0.9987584352493286,8,,
gp:AOqpTOEwP9SdG_T7nOB2eJMXz8L3rtZiybsYNqxPJUnVuvpnSdOFfQvA-V9KGBwseCspCc_cX6xJkOaep5PQ,2018-07-30,16:25:46,9.0.11,US,5,1,Awesome app,2,POSITIVE,0.9986573457717896,2,,
gp:AOqpTOElUgP4I7Lv9i659qek-KnThvneV3AUXAkNOvZ11YhToeHzwpUR2IsAwGA_DQh1TZTZWVi0CvOnD0ga,2018-07-29,20:07:40,9.0.11,US,5,1,Good,1,POSITIVE,0.9984152317047119,1,,
gp:AOqpTOEuLk2yuqa3JgqTNXgev2RPJH6yHvCORwW1X7IaXGB9n-DQJd790F0LBEu9NI9J4Fp2L-We3EvTel4Q,2018-07-29,13:16:45,9.0.11,US,4,1,Very useful app,3,POSITIVE,0.9986989498138428,3,,
gp:AOqpTOEDoQ_SRq8K0X_xpccccQLZbHwxVC85-edIjxNQH2QbmRvFkeCYjUX1c_r-ETrKCkPOIgQ2cjgglDTn,2018-07-29,11:26:20,9.0.11,US,4,2,Pretty decent app with lot of infos.But 1 req pls change the UI.,13,POSITIVE,0.9983782768249512,13,,
gp:AOqpTOG0UBYxSZe3axkCK33Aq2luZC6yFDgSE1kVGy93-hqlTDoJMMIn5ZEfUArV3_ApU40icvlwzp3U0kx5,2018-07-28,19:19:38,9.0.11,US,5,2,Hey developer .. please add an online compiler in this app asap. Thanks,13,POSITIVE,0.996830403804779,13,,
gp:AOqpTOE7b0vsTWX8sTb5s-nHrJTcajrqiT_H3GL-wbDxkE9MWvDIRLQq1uyG4W9VAJa6N3u1d1pa4ufWawlL,2018-07-27,13:01:29,9.0.4,US,5,1,The coolest app,3,POSITIVE,0.9983730316162109,3,,
gp:AOqpTOH2czudIqo6h6XnENXYwF43wbt16gQvN0UZjwe0zJFkR0RHB_4jEqHEroUbsB1yMXHTRLXjrbdIu-__,2018-07-25,18:55:26,,US,5,1,Good learning app,3,POSITIVE,0.9987903237342834,3,,
gp:AOqpTOH1XnyWkTWazpXYZgVWHB4UilNycpG3rRJLrPPeiHOfxqXlyRB3mSSwREVEPH2UmPpHbpQD8lSVlQYC,2018-07-25,11:18:40,9.0.11,US,5,1,This app is really amazing,5,POSITIVE,0.9987762570381165,5,,
gp:AOqpTOHMBpB9guIRExHXHbByushy3JS61H_LUbofA34Eb05aSEB9gLUnfngv3vGde3ZtN9oc7rfKsB7UeLkm,2018-07-24,06:14:15,,US,5,1,"I m big fan of this aap and their website ....they are helping me to clear 
each and every doubt ...thanku team GFG",23,POSITIVE,0.9989206790924072,23,,
gp:AOqpTOGvv8hPewE0Our_bSnGpNntDbOx4nmkDPSQYDWP9c7fF0-D8kclh3ruSR6IzhS2puCd160_CDKXXbhV,2018-07-22,11:39:32,9.0.8,US,5,1,Awsm,1,POSITIVE,0.9809266328811646,1,,
